,funding_rounds,funding_duration_days,total_investment,years_to_first_funding,country_code_encoded,market_encoded,status_encoded
3957,1.0,0,1800000.0,2.219178082191781,49,0,2
3958,1.0,0,8943200.0,5.695890410958904,13,6,2
3959,6.0,1212,28426018.0,3.0876712328767124,49,25,2
3961,3.0,912,4340000.0,-0.5452054794520548,49,11,0
3962,2.0,439,450000.0,0.29315068493150687,49,19,2
3963,2.0,717,4000000.0,1.6054794520547946,49,18,2
3964,3.0,783,1831931.0,0.9753424657534246,49,19,2
3965,1.0,0,182094.0,0.7890410958904109,44,8,2
3966,2.0,421,7550000.0,0.4958904109589041,49,6,2
3967,3.0,230,3697600.0,0.3287671232876712,25,19,2
3969,3.0,976,3900000.0,0.0,49,5,2
3970,1.0,0,1000000.0,1.5123287671232877,49,13,2
3971,4.0,329,500000.0,0.8383561643835616,49,19,2
3972,1.0,0,1600000.0,0.8931506849315068,0,17,2
3973,2.0,659,132500000.0,9.073972602739726,49,2,2
3974,1.0,0,17000.0,2.315068493150685,49,19,2
3975,2.0,301,884586.0,6.353424657534247,49,25,2
3976,1.0,0,705000.0,3.9205479452054797,49,25,2
3977,1.0,0,16130527.0,7.424657534246576,19,19,2
3978,1.0,0,20000000.0,5.821917808219178,49,12,0
3979,2.0,446,21950000.0,26.997260273972604,49,23,2
3980,4.0,1050,3122503.0,9.205479452054794,49,23,2
3981,1.0,0,25000.0,0.10684931506849316,1,17,1
3982,1.0,0,2574556.0,2.9424657534246577,49,19,1
3983,1.0,0,2700000.0,0.16712328767123288,49,19,1
3984,6.0,702,8105000.0,2.6767123287671235,49,23,2
3985,2.0,446,5750095.0,6.597260273972603,49,25,2
3986,3.0,663,27000000.0,5.465753424657534,49,23,0
3987,2.0,744,21551329.0,9.465753424657533,49,25,2
3988,3.0,2611,44000000.0,4.024657534246575,49,23,2
3989,1.0,0,25000000.0,16.731506849315068,49,8,2
3990,3.0,285,2154000.0,3.654794520547945,49,19,0
3991,1.0,0,300000000.0,15.063013698630137,8,19,2
3992,2.0,234,60000.0,0.08493150684931507,2,19,2
3993,1.0,0,20000.0,4.238356164383561,49,19,2
3994,4.0,854,75800000.0,1.4712328767123288,49,20,2
3995,3.0,336,374000.0,0.6246575342465753,9,19,2
3996,1.0,0,8100.0,-0.03287671232876712,49,19,2
3997,3.0,246,60000.0,1.5835616438356164,24,6,2
3998,1.0,0,3000000.0,0.0,39,0,2
3999,1.0,0,400000.0,4.52054794520548,49,19,1
4000,1.0,0,55000.0,-0.0273972602739726,49,23,2
4001,1.0,0,5800000.0,2.0082191780821916,49,23,2
4002,2.0,213,1073497.0,0.0,18,19,1
4003,1.0,0,5000345.0,23.457534246575342,49,2,2
4004,1.0,0,10000000.0,5.156164383561644,49,12,2
4005,5.0,1278,4205000.0,0.2493150684931507,49,17,2
4006,1.0,0,166791.0,3.158904109589041,19,19,2
4007,1.0,0,51000000.0,18.263013698630136,49,19,0
4008,2.0,790,6660000.0,0.4794520547945205,2,3,1
4009,1.0,0,5000000.0,2.4684931506849317,10,19,2
4010,2.0,396,450000.0,-0.16712328767123288,43,19,2
4011,1.0,0,1200000.0,0.6767123287671233,49,19,2
4012,1.0,0,7000000.0,0.0821917808219178,26,12,0
4013,1.0,0,22400000.0,22.926027397260274,24,5,2
4014,12.0,3198,116287385.0,5.265753424657534,49,23,2
4015,1.0,0,40000.0,0.41643835616438357,49,19,2
4016,1.0,0,120993.0,2.0712328767123287,19,16,1
4018,1.0,0,1000000.0,0.5041095890410959,42,22,1
4020,2.0,45,909150.0,1.8465753424657534,19,5,2
4021,5.0,2173,39000000.0,1.6931506849315068,43,22,0
4022,4.0,222,7240000.0,3.863013698630137,49,17,1
4023,1.0,0,300000.0,1.7315068493150685,49,9,2
4024,5.0,1151,5860000.0,-0.2821917808219178,49,19,2
4025,1.0,0,42000.0,1.3863013698630138,49,6,2
4026,5.0,457,281169.0,0.3698630136986301,36,23,2
4027,2.0,242,1077937.0,1.5041095890410958,15,19,2
4028,2.0,179,160000.0,0.6767123287671233,49,11,2
4029,4.0,713,3634028.0,0.6876712328767123,49,19,2
4030,1.0,0,3000000.0,1.3068493150684932,12,19,2
4031,3.0,491,80953.0,2.421917808219178,19,19,2
4032,2.0,105,125250.0,0.0,49,19,2
4033,4.0,2409,10550000.0,2.328767123287671,49,11,2
4034,1.0,0,1016000.0,1.0301369863013699,49,19,2
4035,1.0,0,25000.0,7.484931506849315,49,10,2
4036,2.0,912,125000.0,-1.010958904109589,49,0,1
4038,1.0,0,275000.0,-0.021917808219178082,49,15,2
4039,1.0,0,400000.0,1.652054794520548,49,5,2
4040,3.0,1122,3900000.0,0.9698630136986301,49,19,2
4041,1.0,0,1000000.0,1.16986301369863,49,6,0
4042,4.0,1758,7500000.0,0.2684931506849315,49,19,2
4043,1.0,0,1100000.0,2.8465753424657536,8,23,2
4044,2.0,272,1650000.0,0.26301369863013696,49,20,2
4047,1.0,0,1400000.0,0.8301369863013699,49,23,2
4048,6.0,1826,705000.0,9.673972602739726,49,8,2
4049,3.0,1096,228771.0,-0.3287671232876712,7,8,2
4050,4.0,575,62214350.0,12.956164383561644,7,6,2
4051,1.0,0,1100000.0,1.6027397260273972,49,23,2
4052,1.0,0,4000000.0,3.4383561643835616,49,19,2
4053,1.0,0,6000000.0,4.698630136986301,49,23,0
4054,1.0,0,200000.0,2.76986301369863,49,19,2
4055,2.0,488,6640000.0,0.4136986301369863,49,8,2
4056,5.0,974,20676605.0,2.6,49,23,2
4057,1.0,0,20000.0,0.4136986301369863,49,19,2
4058,2.0,67,475000.0,1.0164383561643835,49,6,2
4059,1.0,0,850000.0,0.0,49,19,2
4060,3.0,674,3563000.0,0.9178082191780822,49,19,2
4061,1.0,0,730000.0,2.8383561643835615,49,19,2
4062,1.0,0,600000.0,-0.13424657534246576,49,23,2
4063,1.0,0,200000.0,0.0,2,5,2
4064,2.0,209,261104.0,0.0410958904109589,28,22,2
4065,2.0,402,1000000.0,1.4164383561643836,49,7,2
4066,2.0,848,638000.0,1.2904109589041095,49,19,2
4067,1.0,0,60000000.0,2.4438356164383563,49,3,2
4068,1.0,0,5000000.0,5.221917808219178,49,0,2
4069,1.0,0,1135198.0,2.5205479452054793,49,2,2
4072,2.0,235,6777331.0,14.07123287671233,2,19,2
4073,1.0,0,5000000.0,6.942465753424657,19,23,2
4074,2.0,722,27500000.0,7.438356164383562,49,19,2
4075,1.0,0,18202647.0,5.254794520547946,49,19,2
4076,1.0,0,5448036.0,4.120547945205479,19,19,2
4077,1.0,0,450240.0,2.3698630136986303,27,0,2
4078,2.0,609,2550000.0,0.3863013698630137,49,6,2
4079,1.0,0,240000.0,0.25205479452054796,49,6,0
4080,4.0,1149,8500000.0,0.9232876712328767,49,23,2
4081,3.0,588,19900000.0,0.6657534246575343,49,17,0
4082,1.0,0,1650000.0,1.1835616438356165,7,23,0
4083,3.0,1716,12500000.0,1.663013698630137,49,23,2
4085,2.0,153,450000.0,0.12054794520547946,49,5,1
4086,1.0,0,20521.0,0.40273972602739727,40,19,2
4088,3.0,924,23470000.0,3.671232876712329,49,23,2
4089,2.0,311,65000.0,0.06575342465753424,9,19,2
4090,1.0,0,24000.0,-0.1506849315068493,49,19,2
4091,1.0,0,200000.0,1.1972602739726028,49,17,2
4092,1.0,0,20000.0,-0.33424657534246577,28,19,2
4093,1.0,0,1400000.0,1.389041095890411,18,23,2
4094,1.0,0,550000.0,0.06301369863013699,49,0,1
4096,1.0,0,40000.0,0.8986301369863013,9,3,2
4097,1.0,0,1500000.0,0.6027397260273972,49,19,1
4098,1.0,0,500000.0,0.6164383561643836,43,17,2
4099,2.0,335,2150000.0,0.7150684931506849,24,19,2
4100,2.0,610,7300000.0,0.32602739726027397,49,0,0
4101,3.0,1265,8500000.0,0.16712328767123288,44,19,2
4102,2.0,700,5000000.0,1.084931506849315,10,0,2
4103,2.0,406,10000000.0,1.6602739726027398,7,23,2
4104,3.0,1461,5000000.0,0.915068493150685,49,11,2
4105,2.0,225,6500000.0,0.4191780821917808,6,6,0
4107,1.0,0,40000.0,0.4438356164383562,1,19,2
4108,1.0,0,4000000.0,20.682191780821917,49,23,0
4109,1.0,0,135000.0,0.9753424657534246,49,5,2
4110,6.0,2058,30600000.0,1.210958904109589,49,18,2
4111,2.0,810,910337.0,15.717808219178082,49,23,2
4112,1.0,0,1175000.0,4.2,49,23,2
4113,1.0,0,602400.0,2.326027397260274,49,23,2
4114,1.0,0,200000.0,1.4164383561643836,49,22,2
4115,2.0,281,250000.0,0.9287671232876712,37,19,2
4116,2.0,279,250000.0,0.9232876712328767,37,19,2
4117,2.0,335,11500000.0,0.6136986301369863,49,5,2
4118,3.0,964,4700000.0,2.164383561643836,19,19,2
4119,2.0,245,200000.0,0.0136986301369863,49,19,2
4120,3.0,721,665000.0,5.504109589041096,49,19,2
4121,3.0,228,100000.0,-0.2054794520547945,49,15,2
4122,2.0,30,1250000.0,0.6301369863013698,49,23,2
4123,1.0,0,250000.0,0.25205479452054796,49,12,2
4124,1.0,0,20000000.0,1.6767123287671233,49,14,2
4125,1.0,0,100000000.0,3.8383561643835615,49,23,2
4126,5.0,924,16924999.0,0.18904109589041096,49,19,2
4127,1.0,0,100000.0,1.8383561643835618,49,23,2
4128,2.0,90,315000.0,-0.4958904109589041,49,10,2
4130,1.0,0,2300000.0,1.3397260273972602,49,6,2
4131,1.0,0,300000.0,1.2547945205479452,6,19,2
4132,1.0,0,200000.0,0.0,38,19,2
4133,1.0,0,4600000.0,2.797260273972603,19,6,2
4134,1.0,0,2300000.0,2.356164383561644,18,19,2
4135,1.0,0,1750000.0,1.7972602739726027,49,19,2
4136,1.0,0,250000.0,3.4794520547945207,49,8,2
4137,1.0,0,409562.0,0.0,19,19,1
4138,1.0,0,900000.0,1.3068493150684932,49,19,2
4139,1.0,0,355000.0,1.9315068493150684,49,6,2
4140,1.0,0,325000.0,2.010958904109589,7,19,2
4141,1.0,0,1200000.0,6.868493150684931,49,23,2
4142,3.0,468,1369974.0,12.33972602739726,49,10,2
4143,3.0,1233,24030000.0,0.8438356164383561,49,0,0
4144,1.0,0,700000.0,0.410958904109589,49,6,1
4145,1.0,0,450000.0,1.1287671232876713,49,19,1
4146,1.0,0,1000000.0,0.9013698630136986,24,19,2
4147,1.0,0,21595.0,3.2356164383561645,37,19,2
4148,1.0,0,20000000.0,3.254794520547945,15,19,0
4149,6.0,702,36962500.0,0.3287671232876712,49,19,0
4150,1.0,0,2500000.0,0.0,49,19,2
4151,4.0,306,1335000.0,0.24383561643835616,49,19,2
4152,1.0,0,60000.0,-0.03287671232876712,49,19,2
4153,2.0,463,1222000.0,2.243835616438356,49,23,2
4154,2.0,491,10000000.0,9.663013698630136,43,0,2
4155,1.0,0,1200000.0,0.0,49,5,1
4156,1.0,0,750000.0,2.0602739726027397,26,0,1
4157,2.0,334,400000.0,0.33424657534246577,6,19,2
4158,5.0,2223,96300000.0,0.5205479452054794,49,19,2
4159,2.0,1241,1569585.0,0.41643835616438357,49,1,2
4160,2.0,3,2000000.0,3.4986301369863013,26,1,2
4161,3.0,654,2600000.0,0.08493150684931507,49,22,2
4162,1.0,0,2500000.0,3.2849315068493152,19,19,2
4163,1.0,0,889120.0,3.1945205479452055,29,19,2
4164,1.0,0,257320.0,0.6246575342465753,34,1,2
4165,2.0,886,3000000.0,0.33424657534246577,42,19,2
4166,1.0,0,231588.0,0.19452054794520549,27,0,2
4168,2.0,643,74996.0,0.2465753424657534,49,19,2
4169,3.0,695,1025000.0,0.0136986301369863,49,19,2
4171,1.0,0,3000000.0,1.8465753424657534,29,17,2
4172,1.0,0,200000.0,-0.06027397260273973,49,19,2
4173,2.0,153,12000000.0,0.0,49,17,1
4174,1.0,0,200000.0,0.1863013698630137,26,5,2
4175,1.0,0,4014726.0,-0.1643835616438356,19,22,2
4176,2.0,944,10000000.0,9.10958904109589,49,10,0
4177,2.0,487,811820.0,3.9178082191780823,10,23,2
4178,2.0,2203,30000000.0,8.169863013698631,10,24,2
4179,2.0,276,4371960.0,1.4027397260273973,15,19,2
4180,2.0,366,1000000.0,0.0,49,19,0
4182,1.0,0,265064.0,0.8602739726027397,15,23,2
4183,3.0,983,5850000.0,0.0684931506849315,49,17,2
4184,1.0,0,244000.0,2.9205479452054797,44,8,1
4185,1.0,0,100000000.0,3.421917808219178,49,20,2
4186,2.0,374,4250000.0,1.463013698630137,49,17,2
4187,3.0,666,8100000.0,1.1123287671232878,19,19,2
4188,2.0,731,14500000.0,3.0,49,22,0
4189,1.0,0,175000.0,0.7178082191780822,49,19,2
4190,1.0,0,6000000.0,6.7835616438356166,26,19,2
4191,2.0,809,726000.0,2.3068493150684932,13,2,2
4192,1.0,0,5000000.0,5.021917808219178,26,23,0
4193,1.0,0,2000000.0,13.282191780821918,49,19,0
4194,1.0,0,750000.0,0.0,49,19,2
4195,1.0,0,10000000.0,5.7835616438356166,49,12,1
4196,4.0,1940,19584582.0,2.4575342465753423,49,2,2
4197,3.0,947,2725875.0,-0.2493150684931507,13,17,2
4198,3.0,868,30700000.0,3.0986301369863014,49,10,2
4199,1.0,0,5000.0,0.0,49,16,2
4200,3.0,1261,40809998.0,0.9534246575342465,49,19,2
4201,3.0,1532,105000000.0,5.013698630136986,49,2,2
4202,1.0,0,1104000.0,3.26027397260274,49,19,2
4203,1.0,0,2000000.0,1.4191780821917808,49,19,2
4204,1.0,0,2000000.0,1.610958904109589,49,12,2
4205,1.0,0,197000.0,10.778082191780822,49,19,2
4206,2.0,759,3587250.0,2.5835616438356164,18,22,2
4207,1.0,0,15000.0,0.5616438356164384,49,19,2
4208,2.0,779,34000000.0,10.63013698630137,49,25,2
4209,1.0,0,50000.0,-0.019178082191780823,49,19,2
4210,1.0,0,320000.0,1.4465753424657535,49,7,2
4211,2.0,464,445000.0,0.3287671232876712,2,11,2
4212,6.0,3371,35600000.0,-2.504109589041096,49,19,2
4214,1.0,0,50000.0,2.638356164383562,23,19,2
4215,1.0,0,30000.0,-0.8821917808219178,49,19,2
4216,2.0,29,96299.0,0.915068493150685,27,19,2
4217,3.0,760,15000000.0,0.7945205479452054,15,19,2
4218,1.0,0,5000000.0,3.8904109589041096,49,23,2
4219,2.0,1130,2587458.0,5.712328767123288,49,12,2
4220,1.0,0,886210.0,-0.01643835616438356,18,19,1
4221,2.0,554,9856183.0,0.852054794520548,49,12,0
4222,7.0,1639,17331500.0,0.28493150684931506,49,8,2
4223,1.0,0,150000.0,1.0,7,19,2
4224,1.0,0,4000000.0,33.273972602739725,49,17,2
4225,1.0,0,245000000.0,5.52054794520548,49,19,2
4226,2.0,97,1850000.0,5.054794520547945,49,2,2
4227,1.0,0,55000.0,1.8767123287671232,49,14,2
4228,2.0,288,4800000.0,5.1287671232876715,49,23,2
4229,1.0,0,48000.0,1.106849315068493,49,23,2
4230,1.0,0,410000.0,9.178082191780822,49,23,2
4231,1.0,0,40000.0,1.4547945205479451,49,19,2
4232,1.0,0,100000000.0,20.95068493150685,26,12,2
4233,1.0,0,35000.0,0.4876712328767123,49,15,2
4234,1.0,0,13000000.0,26.268493150684932,49,15,2
4235,3.0,1798,15500000.0,0.41643835616438357,49,6,2
4236,2.0,762,1863000.0,1.978082191780822,49,19,2
4237,2.0,210,17000000.0,1.6383561643835616,49,19,2
4238,2.0,15,10540450.0,1.378082191780822,49,23,2
4239,4.0,1330,1786959.0,1.4082191780821918,49,2,2
4240,1.0,0,162985.0,1.0684931506849316,19,19,2
4241,3.0,956,4000000.0,2.1315068493150684,49,23,2
4242,2.0,92,150000.0,1.3287671232876712,49,19,2
4243,1.0,0,1000000.0,1.0356164383561643,49,19,1
4244,1.0,0,200000.0,1.1342465753424658,49,14,2
4245,1.0,0,8000000.0,34.64383561643836,26,19,2
4246,1.0,0,4756612.0,24.279452054794522,49,16,2
4247,1.0,0,8000000.0,12.912328767123288,49,23,2
4248,2.0,12,9250000.0,29.035616438356165,49,17,2
4249,1.0,0,1000000.0,11.054794520547945,49,2,2
4251,1.0,0,100000.0,1.2465753424657535,49,19,2
4252,3.0,846,5817950.0,8.383561643835616,49,2,2
4253,1.0,0,250000.0,0.33424657534246577,19,5,1
4254,3.0,632,45500000.0,3.221917808219178,49,3,2
4256,3.0,1301,26375917.0,11.66027397260274,49,13,2
4257,4.0,507,19800000.0,5.901369863013699,49,2,0
4258,2.0,1668,975000.0,10.808219178082192,49,8,2
4259,3.0,525,6014820.0,2.2575342465753425,49,23,2
4260,4.0,1817,58136220.0,10.2986301369863,49,19,2
4261,1.0,0,2000000.0,37.56712328767123,49,19,2
4262,1.0,0,16000000.0,7.498630136986302,49,19,2
4263,1.0,0,3000000.0,2.8493150684931505,49,7,1
4264,2.0,778,1950000.0,4.972602739726027,49,2,0
4265,1.0,0,10794877.0,16.005479452054793,49,2,0
4266,4.0,1213,92000000.0,1.1726027397260275,49,19,0
4267,6.0,1484,104999998.0,0.10136986301369863,49,2,2
4268,2.0,0,100000000.0,10.67123287671233,49,19,2
4269,2.0,26,180000.0,2.66027397260274,49,19,2
4270,1.0,0,1000000.0,1.7534246575342465,26,17,2
4271,1.0,0,6000000.0,30.854794520547944,49,17,2
4274,1.0,0,25000.0,1.0876712328767124,49,19,2
4275,2.0,315,6211154.0,2.504109589041096,49,2,0
4276,1.0,0,450000.0,14.03013698630137,49,19,2
4278,1.0,0,1250000.0,4.090410958904109,7,20,1
4279,2.0,388,250000.0,0.0410958904109589,49,19,2
4280,7.0,2673,42110889.0,4.526027397260274,49,8,2
4281,1.0,0,6000000.0,4.832876712328767,37,19,2
4282,1.0,0,4000000.0,-0.6438356164383562,49,19,2
4283,1.0,0,36000.0,1.1643835616438356,24,19,2
4284,2.0,477,1043000.0,0.8164383561643835,49,5,2
4285,3.0,682,2150000.0,1.6904109589041096,49,19,0
4286,1.0,0,3030502.0,7.589041095890411,19,12,2
4287,1.0,0,10231974.0,3.7534246575342465,49,2,2
4288,1.0,0,121612.0,-0.7534246575342466,13,19,2
4289,1.0,0,8000000.0,4.046575342465753,49,23,0
4290,2.0,480,23040000.0,2.841095890410959,49,3,2
4291,2.0,0,14383777.0,5.857534246575343,49,12,2
4292,1.0,0,250000.0,-0.030136986301369864,49,19,2
4293,5.0,785,131750000.0,2.6246575342465754,49,19,2
4294,2.0,177,2313485.0,8.613698630136986,49,23,2
4295,2.0,933,8000000.0,0.38904109589041097,49,2,2
4296,1.0,0,200000.0,0.9232876712328767,26,19,2
4297,1.0,0,873166.0,7.912328767123288,15,19,2
4298,2.0,872,10000000.0,1.4986301369863013,49,2,2
4299,2.0,546,7750000.0,0.08493150684931507,7,19,2
4300,4.0,2233,40000000.0,6.046575342465753,19,19,2
4301,2.0,441,8842094.0,2.0191780821917806,19,12,2
4302,3.0,751,7200000.0,20.002739726027396,49,13,2
4303,1.0,0,339000.0,13.758904109589041,19,23,2
4304,2.0,2286,4380000.0,1.610958904109589,19,12,2
4305,3.0,1133,54300000.0,20.78904109589041,49,25,0
4306,7.0,3409,60820022.0,3.0876712328767124,49,19,2
4307,1.0,0,20000000.0,14.254794520547945,10,19,2
4308,2.0,476,23000000.0,1.5726027397260274,10,19,2
4309,1.0,0,4561.0,-0.5315068493150685,37,22,2
4310,1.0,0,4000000.0,6.64931506849315,26,12,2
4311,1.0,0,16567.0,-0.08493150684931507,19,19,2
4312,2.0,1159,121000000.0,7.205479452054795,49,13,2
4313,1.0,0,700000.0,6.950684931506849,49,21,2
4314,2.0,653,16100000.0,2.241095890410959,49,25,0
4315,2.0,30,161835.0,2.1945205479452055,19,23,2
4316,1.0,0,250000000.0,10.295890410958904,2,23,2
4317,2.0,164,470000.0,0.8602739726027397,19,1,2
4318,2.0,292,9666667.0,6.076712328767123,49,19,2
4319,2.0,622,5000000.0,1.9643835616438357,44,19,2
4320,1.0,0,200000.0,1.1397260273972603,49,19,2
4321,2.0,14,289000.0,1.0,49,19,2
4322,1.0,0,490400.0,2.26027397260274,49,19,2
4323,1.0,0,40000.0,7.506849315068493,49,23,2
4324,1.0,0,175000.0,2.136986301369863,24,7,2
4325,1.0,0,3500000.0,0.5397260273972603,49,5,2
4326,3.0,1263,7250000.0,0.6136986301369863,49,19,2
4327,1.0,0,968000.0,0.7123287671232876,49,19,2
4328,2.0,293,1900000.0,1.83013698630137,49,5,2
4329,1.0,0,325000.0,2.6136986301369864,49,23,2
4330,2.0,40,55000.0,0.6410958904109589,49,7,2
4331,2.0,454,93000.0,1.8684931506849316,49,5,2
4332,3.0,293,200000.0,1.178082191780822,49,7,2
4333,4.0,2427,48177939.0,1.0383561643835617,19,3,2
4334,2.0,738,63000000.0,14.008219178082191,49,10,2
4335,1.0,0,5000.0,1.8383561643835618,7,10,2
4336,1.0,0,8750000.0,4.868493150684931,7,23,2
4337,1.0,0,4250000.0,22.589041095890412,49,23,2
4338,2.0,216,11200000.0,1.5835616438356164,49,19,2
4339,2.0,123,600000.0,-0.29041095890410956,49,24,2
4340,1.0,0,10000000.0,2.9205479452054797,10,2,2
4341,1.0,0,6618000.0,11.841095890410958,49,14,0
4342,3.0,1536,6072500.0,1.6273972602739726,49,2,2
4343,1.0,0,2000000.0,3.2465753424657535,49,2,2
4344,1.0,0,2749999.0,4.23013698630137,49,2,2
4345,3.0,922,692594.0,0.3178082191780822,19,19,2
4346,1.0,0,11500000.0,0.7342465753424657,49,14,2
4347,2.0,336,961000.0,1.9452054794520548,49,2,2
4348,1.0,0,210000.0,1.7506849315068493,7,19,2
4349,2.0,581,155000.0,1.7178082191780821,49,19,2
4350,3.0,1513,34000000.0,6.6657534246575345,49,12,0
4351,1.0,0,1666000.0,9.471232876712328,18,3,2
4352,2.0,651,550000.0,1.2191780821917808,49,19,2
4353,1.0,0,225000.0,0.3589041095890411,49,19,2
4354,2.0,876,403000.0,4.205479452054795,49,23,2
4355,2.0,234,1250000.0,2.6054794520547944,49,17,2
4356,1.0,0,900000.0,1.1095890410958904,49,19,2
4357,1.0,0,10000000.0,9.63013698630137,19,19,2
4358,4.0,639,89500000.0,4.002739726027397,49,10,2
4359,1.0,0,110000000.0,-1.0,7,19,0
4360,1.0,0,12400000.0,7.323287671232877,49,8,2
4361,1.0,0,1000000.0,3.5095890410958903,44,2,2
4362,1.0,0,2000000.0,2.2,49,13,2
4363,4.0,500,6955000.0,1.1835616438356165,2,19,2
4364,1.0,0,38817.0,0.0,27,23,2
4365,7.0,2006,11077736.0,0.0,49,19,2
4367,6.0,1492,12153000.0,3.723287671232877,24,23,2
4368,1.0,0,3000000.0,0.3315068493150685,49,19,2
4369,1.0,0,24000000.0,36.04383561643836,7,11,0
4370,1.0,0,2300000.0,1.8876712328767122,49,6,2
4372,1.0,0,2000000.0,10.668493150684931,49,16,2
4373,2.0,387,19950000.0,7.298630136986302,49,23,2
4374,4.0,3642,4220000.0,8.208219178082192,25,23,2
4375,3.0,281,1200000000.0,12.468493150684932,49,3,2
4376,9.0,2072,86505616.0,5.726027397260274,49,25,2
4377,1.0,0,1000000.0,3.1671232876712327,14,5,2
4378,4.0,1744,34100000.0,1.180821917808219,43,19,2
4379,1.0,0,45457543.0,29.76986301369863,19,23,2
4380,2.0,278,11903553.0,4.6219178082191785,18,19,2
4381,2.0,1067,63000000.0,13.10958904109589,49,10,2
4382,2.0,414,8400000.0,15.526027397260274,49,10,2
4383,2.0,41,3000000.0,1.4794520547945205,24,19,2
4384,1.0,0,5000000.0,7.238356164383561,49,15,2
4385,8.0,1268,5899400.0,0.4136986301369863,49,8,2
4386,4.0,3025,22219087.0,5.33972602739726,49,13,2
4387,3.0,576,38989878.0,4.556164383561644,25,13,2
4388,1.0,0,1500000.0,4.167123287671233,42,1,0
4389,5.0,1435,37889973.0,5.0,49,2,2
4390,1.0,0,10000000.0,15.564383561643835,24,15,2
4391,3.0,1217,50500000.0,0.04657534246575343,49,8,2
4392,1.0,0,3030000.0,5.8273972602739725,18,23,2
4393,1.0,0,1000000.0,3.4821917808219176,49,19,2
4395,1.0,0,20897849.0,10.682191780821919,49,19,2
4396,8.0,1661,28216178.0,4.594520547945206,49,13,2
4397,1.0,0,18852.0,0.3424657534246575,13,19,2
4398,1.0,0,1818301.0,2.032876712328767,19,0,2
4399,2.0,176,1200000.0,1.167123287671233,49,10,2
4400,1.0,0,152000.0,6.049315068493151,19,16,2
4401,2.0,359,1078812.0,1.0356164383561643,19,0,2
4402,1.0,0,500000.0,3.882191780821918,49,11,2
4403,1.0,0,5000000.0,3.6027397260273974,49,15,2
4404,2.0,445,27250000.0,1.1643835616438356,49,19,2
4405,5.0,1018,16900000.0,0.7479452054794521,49,19,2
4407,2.0,7,1945000.0,8.002739726027396,49,19,2
4408,2.0,351,4600000.0,1.4136986301369863,49,19,2
4409,2.0,126,1200000.0,1.3205479452054794,49,13,2
4410,2.0,181,1055000.0,0.0273972602739726,28,17,2
4411,2.0,624,1100000.0,0.29315068493150687,49,6,1
4412,1.0,0,50000.0,-1.0,43,12,2
4413,1.0,0,13051777.0,7.945205479452055,19,10,2
4414,1.0,0,200000.0,0.8493150684931506,49,19,2
4416,1.0,0,550000.0,4.583561643835616,19,19,2
4417,2.0,150,5000000.0,2.515068493150685,26,19,2
4418,2.0,691,21000000.0,2.723287671232877,24,6,2
4420,6.0,2549,28850000.0,3.7205479452054795,49,23,2
4421,1.0,0,180000.0,2.8684931506849316,49,23,2
4422,1.0,0,1000000.0,2.249315068493151,49,6,2
4423,2.0,705,5100000.0,4.6,7,19,2
4424,1.0,0,5000000.0,3.4986301369863013,49,3,1
4425,4.0,827,8467282.0,2.558904109589041,49,23,2
4426,6.0,1408,67192715.0,-0.16712328767123288,49,19,2
4427,1.0,0,151525.0,5.449315068493151,19,3,2
4428,3.0,2514,30999999.0,2.9013698630136986,49,13,2
4429,1.0,0,170000.0,1.4547945205479451,49,5,2
4430,1.0,0,40000.0,0.5616438356164384,49,19,2
4431,2.0,589,3000000.0,0.3150684931506849,49,19,2
4432,1.0,0,4250000.0,1.9917808219178081,49,17,2
4433,4.0,1851,4007170.0,2.978082191780822,49,2,2
4434,1.0,0,170000.0,1.904109589041096,24,17,2
4435,2.0,341,6000000.0,5.271232876712329,49,19,2
4436,2.0,432,41535988.0,2.2054794520547945,49,19,2
4437,3.0,470,644840.0,2.8,49,23,2
4438,2.0,357,2350000.0,0.6657534246575343,49,19,2
4439,1.0,0,10000000.0,0.10684931506849316,49,17,2
4440,4.0,699,4277763.0,13.580821917808219,49,19,2
4441,7.0,1432,44896923.0,9.849315068493151,49,19,2
4443,6.0,1291,10500249.0,3.0191780821917806,49,2,2
4444,4.0,1617,5385380.0,1.6273972602739726,49,2,2
4445,4.0,1297,45434000.0,2.361643835616438,49,2,2
4446,3.0,447,13797958.0,12.756164383561643,49,13,2
4447,2.0,736,2300000.0,1.7068493150684931,49,5,2
4448,1.0,0,63925.0,0.13424657534246576,7,19,1
4449,1.0,0,200000000.0,5.36986301369863,49,3,2
4450,4.0,888,68589111.0,5.027397260273973,4,2,2
4451,7.0,2925,228990348.0,2.5534246575342467,49,2,2
4452,2.0,558,4630575.0,12.586301369863014,46,2,2
4453,7.0,2085,36050344.0,2.1534246575342464,49,13,2
4454,3.0,527,71000000.0,8.726027397260275,49,19,2
4455,2.0,223,6000000.0,9.276712328767124,8,2,2
4456,2.0,128,300000.0,-0.08493150684931507,18,13,2
4457,4.0,509,121211872.0,8.317808219178081,49,19,0
4458,1.0,0,22000000.0,5.249315068493151,49,2,1
4459,1.0,0,300000.0,1.1095890410958904,49,2,2
4460,5.0,608,27205437.0,4.706849315068493,49,13,2
4461,2.0,308,11300000.0,5.682191780821918,49,13,2
4462,1.0,0,6100000.0,3.9342465753424656,15,13,2
4463,1.0,0,800000.0,0.7945205479452054,49,2,2
